Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (molecular function)
P27545,reviewed,CERS1_MOUSE,"Ceramide synthase 1, CerS1 (Longevity assurance gene 1 protein homolog 1) (Protein UOG-1) (Sphingoid base N-stearoyltransferase CERS1, EC 2.3.1.299)",Cers1 Lass1 Uog-1 Uog1,Mus musculus (Mouse),350,brain development [GO:0007420]; cellular response to dithiothreitol [GO:0072721]; cellular response to mycotoxin [GO:0036146]; cellular response to UV-A [GO:0071492]; cellular response to xenobiotic stimulus [GO:0071466]; ceramide biosynthetic process [GO:0046513]; negative regulation of glucose import [GO:0046325]; negative regulation of telomerase activity [GO:0051974]; positive regulation of mitophagy [GO:1901526]; sphingolipid biosynthetic process [GO:0030148],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; N-acyltransferase activity [GO:0016410]; sphingosine N-acyltransferase activity [GO:0050291]; brain development [GO:0007420]; cellular response to dithiothreitol [GO:0072721]; cellular response to mycotoxin [GO:0036146]; cellular response to UV-A [GO:0071492]; cellular response to xenobiotic stimulus [GO:0071466]; ceramide biosynthetic process [GO:0046513]; negative regulation of glucose import [GO:0046325]; negative regulation of telomerase activity [GO:0051974]; positive regulation of mitophagy [GO:1901526]; sphingolipid biosynthetic process [GO:0030148],GO:0005783; GO:0005789; GO:0007420; GO:0016021; GO:0016410; GO:0030148; GO:0036146; GO:0043231; GO:0046325; GO:0046513; GO:0050291; GO:0051974; GO:0071466; GO:0071492; GO:0072721; GO:1901526,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231],N-acyltransferase activity [GO:0016410]; sphingosine N-acyltransferase activity [GO:0050291]
Q924Z4,reviewed,CERS2_MOUSE,"Ceramide synthase 2, CerS2 (LAG1 longevity assurance homolog 2) (Sphingosine N-acyltransferase CERS2, EC 2.3.1.24) (Translocating chain-associating membrane protein homolog 3, TRAM homolog 3) (Tumor metastasis-suppressor gene 1 protein) (Very-long-chain ceramide synthase CERS2, EC 2.3.1.297)",Cers2 Lass2 Trh3,Mus musculus (Mouse),380,ceramide biosynthetic process [GO:0046513]; negative regulation of axon regeneration [GO:0048681]; negative regulation of Schwann cell migration [GO:1900148]; negative regulation of Schwann cell proliferation involved in axon regeneration [GO:1905045]; regulation of lipid metabolic process [GO:0019216]; sphingolipid biosynthetic process [GO:0030148],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; DNA binding [GO:0003677]; N-acyltransferase activity [GO:0016410]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513]; negative regulation of axon regeneration [GO:0048681]; negative regulation of Schwann cell migration [GO:1900148]; negative regulation of Schwann cell proliferation involved in axon regeneration [GO:1905045]; regulation of lipid metabolic process [GO:0019216]; sphingolipid biosynthetic process [GO:0030148],GO:0003677; GO:0005783; GO:0005789; GO:0016021; GO:0016410; GO:0019216; GO:0030148; GO:0046513; GO:0048681; GO:0050291; GO:1900148; GO:1905045,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],DNA binding [GO:0003677]; N-acyltransferase activity [GO:0016410]; sphingosine N-acyltransferase activity [GO:0050291]
D3YTM0,unreviewed,D3YTM0_MOUSE,Ceramide synthase 2,Cers2 Lass2,Mus musculus (Mouse),220,ceramide biosynthetic process [GO:0046513],endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513],GO:0003677; GO:0005634; GO:0005789; GO:0016021; GO:0046513; GO:0050291,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nucleus [GO:0005634],DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]
D3Z0Z2,unreviewed,D3Z0Z2_MOUSE,Ceramide synthase 2,Cers2 Lass2,Mus musculus (Mouse),245,ceramide biosynthetic process [GO:0046513],endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513],GO:0003677; GO:0005634; GO:0005789; GO:0016021; GO:0046513; GO:0050291,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nucleus [GO:0005634],DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]
D3Z4M2,unreviewed,D3Z4M2_MOUSE,Ceramide synthase 2,Cers2 Lass2,Mus musculus (Mouse),130,ceramide biosynthetic process [GO:0046513],integral component of membrane [GO:0016021]; nucleus [GO:0005634]; DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513],GO:0003677; GO:0005634; GO:0016021; GO:0046513; GO:0050291,integral component of membrane [GO:0016021]; nucleus [GO:0005634],DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]
Q9D6K9,reviewed,CERS5_MOUSE,"Ceramide synthase 5, CerS5 (LAG1 longevity assurance homolog 5) (Sphingoid base N-palmitoyltransferase CERS5, EC 2.3.1.291) (Sphingosine N-acyltransferase CERS5, EC 2.3.1.24) (Translocating chain-associating membrane protein homolog 4, TRAM homolog 4)",Cers5 Lass5 Trh4,Mus musculus (Mouse),414,ceramide biosynthetic process [GO:0046513]; sphingolipid biosynthetic process [GO:0030148],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; DNA binding [GO:0003677]; N-acyltransferase activity [GO:0016410]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513]; sphingolipid biosynthetic process [GO:0030148],GO:0003677; GO:0005783; GO:0005789; GO:0016021; GO:0016410; GO:0030148; GO:0046513; GO:0050291,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021],DNA binding [GO:0003677]; N-acyltransferase activity [GO:0016410]; sphingosine N-acyltransferase activity [GO:0050291]
H3BJ49,unreviewed,H3BJ49_MOUSE,Ceramide synthase 5,Cers5 Lass5,Mus musculus (Mouse),241,ceramide biosynthetic process [GO:0046513],endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513],GO:0003677; GO:0005634; GO:0005789; GO:0016021; GO:0046513; GO:0050291,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nucleus [GO:0005634],DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]
H3BJH5,unreviewed,H3BJH5_MOUSE,Ceramide synthase 5,Cers5 Lass5,Mus musculus (Mouse),95,ceramide biosynthetic process [GO:0046513],nucleus [GO:0005634]; DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513],GO:0003677; GO:0005634; GO:0046513; GO:0050291,nucleus [GO:0005634],DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]
H3BJQ0,unreviewed,H3BJQ0_MOUSE,Ceramide synthase 5,Cers5 Lass5,Mus musculus (Mouse),251,ceramide biosynthetic process [GO:0046513],endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513],GO:0003677; GO:0005634; GO:0005789; GO:0016021; GO:0046513; GO:0050291,endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; nucleus [GO:0005634],DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]
H3BLB3,unreviewed,H3BLB3_MOUSE,Ceramide synthase 5,Cers5 Lass5,Mus musculus (Mouse),203,ceramide biosynthetic process [GO:0046513],integral component of membrane [GO:0016021]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513],GO:0016021; GO:0046513; GO:0050291,integral component of membrane [GO:0016021],sphingosine N-acyltransferase activity [GO:0050291]
Q3UK15,unreviewed,Q3UK15_MOUSE,TLC domain-containing protein,Cers5 Lass5,Mus musculus (Mouse),213,ceramide biosynthetic process [GO:0046513],integral component of membrane [GO:0016021]; sphingosine N-acyltransferase activity [GO:0050291]; ceramide biosynthetic process [GO:0046513],GO:0016021; GO:0046513; GO:0050291,integral component of membrane [GO:0016021],sphingosine N-acyltransferase activity [GO:0050291]
Q8VCC2,reviewed,EST1_MOUSE,"Liver carboxylesterase 1, EC 3.1.1.1 (Acyl-coenzyme A:cholesterol acyltransferase) (Carboxylesterase 1G) (Cholesteryl ester hydrolase, CEH, EC 3.1.1.13) (ES-x)",Ces1 Ces1g,Mus musculus (Mouse),565,cellular response to cholesterol [GO:0071397]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cholesterol biosynthetic process [GO:0006695]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; chylomicron assembly [GO:0034378]; epithelial cell differentiation [GO:0030855]; lipid catabolic process [GO:0016042]; medium-chain fatty acid metabolic process [GO:0051791]; negative regulation of cholesterol storage [GO:0010887]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of cholesterol metabolic process [GO:0090205]; regulation of bile acid biosynthetic process [GO:0070857]; regulation of bile acid secretion [GO:0120188]; regulation of chylomicron remnant clearance [GO:0090320]; regulation of gene expression [GO:0010468]; regulation of triglyceride metabolic process [GO:0090207]; response to bacterium [GO:0009617]; reverse cholesterol transport [GO:0043691],cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; lipid droplet [GO:0005811]; carboxylic ester hydrolase activity [GO:0052689]; methyl indole-3-acetate esterase activity [GO:0080030]; sterol esterase activity [GO:0004771]; cellular response to cholesterol [GO:0071397]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cholesterol biosynthetic process [GO:0006695]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; chylomicron assembly [GO:0034378]; epithelial cell differentiation [GO:0030855]; lipid catabolic process [GO:0016042]; medium-chain fatty acid metabolic process [GO:0051791]; negative regulation of cholesterol storage [GO:0010887]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of cholesterol metabolic process [GO:0090205]; regulation of bile acid biosynthetic process [GO:0070857]; regulation of bile acid secretion [GO:0120188]; regulation of chylomicron remnant clearance [GO:0090320]; regulation of gene expression [GO:0010468]; regulation of triglyceride metabolic process [GO:0090207]; response to bacterium [GO:0009617]; reverse cholesterol transport [GO:0043691],GO:0004771; GO:0005737; GO:0005783; GO:0005788; GO:0005811; GO:0006695; GO:0008203; GO:0009617; GO:0010468; GO:0010875; GO:0010887; GO:0016042; GO:0030855; GO:0034378; GO:0042632; GO:0043691; GO:0051791; GO:0052689; GO:0070857; GO:0071397; GO:0071404; GO:0080030; GO:0090205; GO:0090207; GO:0090320; GO:0120188,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; lipid droplet [GO:0005811],carboxylic ester hydrolase activity [GO:0052689]; methyl indole-3-acetate esterase activity [GO:0080030]; sterol esterase activity [GO:0004771]
Q8VCT4,reviewed,EST1D_MOUSE,"Carboxylesterase 1D (Carboxylesterase 3, EC 3.1.1.1, EC 3.1.1.67) (Fatty acid ethyl ester synthase, FAEE synthase) (Triacylglycerol hydrolase, TGH)",Ces1d Ces1 Ces3,Mus musculus (Mouse),565,acyl-CoA metabolic process [GO:0006637]; acylglycerol catabolic process [GO:0046464]; cellular response to cholesterol [GO:0071397]; cellular response to cold [GO:0070417]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cholesterol biosynthetic process [GO:0006695]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; circadian temperature homeostasis [GO:0060086]; cold-induced thermogenesis [GO:0106106]; cytosolic lipolysis [GO:0061725]; epithelial cell differentiation [GO:0030855]; lipid catabolic process [GO:0016042]; medium-chain fatty acid metabolic process [GO:0051791]; negative regulation of cholesterol storage [GO:0010887]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of cholesterol metabolic process [GO:0090205]; positive regulation of transcription from RNA polymerase II promoter in response to cold [GO:0061411]; regulation of bile acid biosynthetic process [GO:0070857]; regulation of bile acid secretion [GO:0120188]; response to toxic substance [GO:0009636]; reverse cholesterol transport [GO:0043691]; short-chain fatty acid catabolic process [GO:0019626]; very-low-density lipoprotein particle assembly [GO:0034379],"cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; intracellular membrane-bounded organelle [GO:0043231]; lipid droplet [GO:0005811]; all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity [GO:0047376]; carboxylic ester hydrolase activity [GO:0052689]; fatty-acyl-ethyl-ester synthase activity [GO:0030339]; methyl indole-3-acetate esterase activity [GO:0080030]; sterol esterase activity [GO:0004771]; triglyceride lipase activity [GO:0004806]; acyl-CoA metabolic process [GO:0006637]; acylglycerol catabolic process [GO:0046464]; cellular response to cholesterol [GO:0071397]; cellular response to cold [GO:0070417]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cholesterol biosynthetic process [GO:0006695]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; circadian temperature homeostasis [GO:0060086]; cold-induced thermogenesis [GO:0106106]; cytosolic lipolysis [GO:0061725]; epithelial cell differentiation [GO:0030855]; lipid catabolic process [GO:0016042]; medium-chain fatty acid metabolic process [GO:0051791]; negative regulation of cholesterol storage [GO:0010887]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of cholesterol metabolic process [GO:0090205]; positive regulation of transcription from RNA polymerase II promoter in response to cold [GO:0061411]; regulation of bile acid biosynthetic process [GO:0070857]; regulation of bile acid secretion [GO:0120188]; response to toxic substance [GO:0009636]; reverse cholesterol transport [GO:0043691]; short-chain fatty acid catabolic process [GO:0019626]; very-low-density lipoprotein particle assembly [GO:0034379]",GO:0004771; GO:0004806; GO:0005737; GO:0005783; GO:0005788; GO:0005811; GO:0005829; GO:0006637; GO:0006695; GO:0008203; GO:0009636; GO:0010875; GO:0010887; GO:0016042; GO:0019626; GO:0030339; GO:0030855; GO:0034379; GO:0042632; GO:0043231; GO:0043691; GO:0046464; GO:0047376; GO:0051791; GO:0052689; GO:0060086; GO:0061411; GO:0061725; GO:0070417; GO:0070857; GO:0071397; GO:0071404; GO:0080030; GO:0090205; GO:0106106; GO:0120188,cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; intracellular membrane-bounded organelle [GO:0043231]; lipid droplet [GO:0005811],"all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity [GO:0047376]; carboxylic ester hydrolase activity [GO:0052689]; fatty-acyl-ethyl-ester synthase activity [GO:0030339]; methyl indole-3-acetate esterase activity [GO:0080030]; sterol esterase activity [GO:0004771]; triglyceride lipase activity [GO:0004806]"
Q3UW56,unreviewed,Q3UW56_MOUSE,"Carboxylic ester hydrolase, EC 3.1.1.-",Ces1g Ces1,Mus musculus (Mouse),565,,hydrolase activity [GO:0016787],GO:0016787,,hydrolase activity [GO:0016787]
Q91WG0,reviewed,EST2C_MOUSE,"Acylcarnitine hydrolase, ACH M1, EC 3.1.1.28 (Carboxylesterase 2, CES 2) (Carboxylic ester hydrolase, EC 3.1.1.-) (Peroxisome proliferator-inducible acylcarnitine hydrolase)",Ces2c Ces2,Mus musculus (Mouse),561,prostaglandin metabolic process [GO:0006693]; response to bile acid [GO:1903412],"endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231]; acylcarnitine hydrolase activity [GO:0047619]; all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity [GO:0047376]; carboxylic ester hydrolase activity [GO:0052689]; prostaglandin metabolic process [GO:0006693]; response to bile acid [GO:1903412]",GO:0005783; GO:0006693; GO:0043231; GO:0047376; GO:0047619; GO:0052689; GO:1903412,endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231],"acylcarnitine hydrolase activity [GO:0047619]; all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity [GO:0047376]; carboxylic ester hydrolase activity [GO:0052689]"
Q8K033,unreviewed,Q8K033_MOUSE,Ces2 protein,Ces2c Ces2,Mus musculus (Mouse),277,,,,,
Q8VCT4,reviewed,EST1D_MOUSE,"Carboxylesterase 1D (Carboxylesterase 3, EC 3.1.1.1, EC 3.1.1.67) (Fatty acid ethyl ester synthase, FAEE synthase) (Triacylglycerol hydrolase, TGH)",Ces1d Ces1 Ces3,Mus musculus (Mouse),565,acyl-CoA metabolic process [GO:0006637]; acylglycerol catabolic process [GO:0046464]; cellular response to cholesterol [GO:0071397]; cellular response to cold [GO:0070417]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cholesterol biosynthetic process [GO:0006695]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; circadian temperature homeostasis [GO:0060086]; cold-induced thermogenesis [GO:0106106]; cytosolic lipolysis [GO:0061725]; epithelial cell differentiation [GO:0030855]; lipid catabolic process [GO:0016042]; medium-chain fatty acid metabolic process [GO:0051791]; negative regulation of cholesterol storage [GO:0010887]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of cholesterol metabolic process [GO:0090205]; positive regulation of transcription from RNA polymerase II promoter in response to cold [GO:0061411]; regulation of bile acid biosynthetic process [GO:0070857]; regulation of bile acid secretion [GO:0120188]; response to toxic substance [GO:0009636]; reverse cholesterol transport [GO:0043691]; short-chain fatty acid catabolic process [GO:0019626]; very-low-density lipoprotein particle assembly [GO:0034379],"cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; intracellular membrane-bounded organelle [GO:0043231]; lipid droplet [GO:0005811]; all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity [GO:0047376]; carboxylic ester hydrolase activity [GO:0052689]; fatty-acyl-ethyl-ester synthase activity [GO:0030339]; methyl indole-3-acetate esterase activity [GO:0080030]; sterol esterase activity [GO:0004771]; triglyceride lipase activity [GO:0004806]; acyl-CoA metabolic process [GO:0006637]; acylglycerol catabolic process [GO:0046464]; cellular response to cholesterol [GO:0071397]; cellular response to cold [GO:0070417]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cholesterol biosynthetic process [GO:0006695]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; circadian temperature homeostasis [GO:0060086]; cold-induced thermogenesis [GO:0106106]; cytosolic lipolysis [GO:0061725]; epithelial cell differentiation [GO:0030855]; lipid catabolic process [GO:0016042]; medium-chain fatty acid metabolic process [GO:0051791]; negative regulation of cholesterol storage [GO:0010887]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of cholesterol metabolic process [GO:0090205]; positive regulation of transcription from RNA polymerase II promoter in response to cold [GO:0061411]; regulation of bile acid biosynthetic process [GO:0070857]; regulation of bile acid secretion [GO:0120188]; response to toxic substance [GO:0009636]; reverse cholesterol transport [GO:0043691]; short-chain fatty acid catabolic process [GO:0019626]; very-low-density lipoprotein particle assembly [GO:0034379]",GO:0004771; GO:0004806; GO:0005737; GO:0005783; GO:0005788; GO:0005811; GO:0005829; GO:0006637; GO:0006695; GO:0008203; GO:0009636; GO:0010875; GO:0010887; GO:0016042; GO:0019626; GO:0030339; GO:0030855; GO:0034379; GO:0042632; GO:0043231; GO:0043691; GO:0046464; GO:0047376; GO:0051791; GO:0052689; GO:0060086; GO:0061411; GO:0061725; GO:0070417; GO:0070857; GO:0071397; GO:0071404; GO:0080030; GO:0090205; GO:0106106; GO:0120188,cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; intracellular membrane-bounded organelle [GO:0043231]; lipid droplet [GO:0005811],"all-trans-retinyl-palmitate hydrolase, all-trans-retinol forming activity [GO:0047376]; carboxylic ester hydrolase activity [GO:0052689]; fatty-acyl-ethyl-ester synthase activity [GO:0030339]; methyl indole-3-acetate esterase activity [GO:0080030]; sterol esterase activity [GO:0004771]; triglyceride lipase activity [GO:0004806]"
