User Input	Mapped Gene Symbol	Num of Expt. (found/total)	Ave SC	Max SC
Q330K2	NDUFAF6	 / 716	0	
Q96AG3	SLC25A46	 / 716	0	
Q9UHN1	POLG2	 / 716	0	
Q13216	ERCC8	 / 716	0	
P52294	KPNA1	181 / 716	2	15
Q12948	FOXC1	51 / 716	1.2	3
Q8N4C6	NIN	18 / 716	1.7	6
Q9UK96	FBXO10	 / 716	0	
Q14566	MCM6	282 / 716	7.6	42
P39060	COL18A1	4 / 716	2	4
Q96JN0	LCOR	45 / 716	2.1	7
P04066	FUCA1	17 / 716	2.1	4
O00303	EIF3F	272 / 716	4.3	26
Q9ULD8	KCNH3	 / 716	0	
Q9BZ95	NSD3	71 / 716	3.6	15
Q8WUJ3	CEMIP	2 / 716	6	11
Q8NBJ5	COLGALT1	74 / 716	1.6	5
D6R9N7	USP17L18	11 / 716	1	1
Q9BZ19	ANKRD60	 / 716	0	
Q9NYL2	MAP3K20	6 / 716	1	1
H3BS89	TMEM178B	 / 716	0	
P42331	ARHGAP25	 / 716	0	
Q1HG43	DUOXA1	1 / 716	1	1
Q9NUQ3	TXLNG	51 / 716	1.3	4
O00570	SOX1	 / 716	0	
Q9UHC7	MKRN1	2 / 716	1	1
Q12904	AIMP1	163 / 716	4.1	16
Q96L42	KCNH8	 / 716	0	
Q8N8Q8	COX18	 / 716	0	
Q5SW24	DACT2	 / 716	0	
A0A075B6R0	TRGV2	 / 716	0	
A0A0J9YY54	TEX13D	1 / 716	1	1
Q14162	SCARF1	 / 716	0	
Q7L5D6	GET4	30 / 716	1.1	2
P06028	GYPB	 / 716	0	
O75400	PRPF40A	195 / 716	5.4	35
Q96RF0	SNX18	2 / 716	1	1
Q86UN2	RTN4RL1	 / 716	0	
P33261	CYP2C19	1 / 716	1	1
Q8ND23	CARMIL3	 / 716	0	
Q09328	MGAT5	 / 716	0	
O95402	MED26	2 / 716	1	1
Q9BSK4	FEM1A	 / 716	0	
A1L162	ERICH2	 / 716	0	
O00628	PEX7	 / 716	0	
Q99683	MAP3K5	 / 716	0	
Q8N0Z2	ABRA	 / 716	0	
Q7Z7E8	UBE2Q1	1 / 716	1	1
Q9NP73	ALG13	31 / 716	1.6	5
Q9C0B7	TANGO6	52 / 716	2.9	9
Q9H3Y6	SRMS	 / 716	0	
A4D161	FAM221A	2 / 716	1	1
Q8IUX1	TMEM126B	 / 716	0	
P08F94	PKHD1	 / 716	0	
P56182	RRP1	92 / 716	1.7	7
Q96DD7	SHISA4	1 / 716	1	1
P42701	IL12RB1	 / 716	0	
Q8N7U6	EFHB	 / 716	0	
Q9BV86	NTMT1	19 / 716	1	1
O43405	COCH	 / 716	0	
Q4LDR2	CTXN3	 / 716	0	
P30281	CCND3	 / 716	0	
A6NIZ1	A6NIZ1	108 / 716	2.1	9
P40967	PMEL	 / 716	0	
P61026	RAB10	176 / 716	3	16
P56192	MARS	295 / 716	7.3	45
Q9HB65	ELL3	1 / 716	1	1
Q6XYQ8	SYT10	 / 716	0	
Q9UQ52	CNTN6	 / 716	0	
P21796	VDAC1	213 / 716	2.8	27
Q13253	NOG	 / 716	0	
P48200	IREB2	 / 716	0	
A0A1B0GUA9	A0A1B0GUA9	 / 716	0	
P53367	ARFIP1	30 / 716	1.5	4
P17752	TPH1	 / 716	0	
P21731	TBXA2R	 / 716	0	
A0A1B0GUC4	A0A1B0GUC4	 / 716	0	
P58418	CLRN1	 / 716	0	
O60336	MAPKBP1	1 / 716	1	1
Q9H3J6	C12ORF65	13 / 716	1.5	4
P15735	PHKG2	12 / 716	1.5	3
O43633	CHMP2A	3 / 716	1	1
P04844	RPN2	179 / 716	3.5	29
P41208	CETN2	9 / 716	1.3	3
O95561	C1ORF105	 / 716	0	
Q6DKK2	TTC19	7 / 716	1	1
Q13702	RAPSN	 / 716	0	
P30825	SLC7A1	4 / 716	1.5	2
Q9Y487	ATP6V0A2	1 / 716	1	1
Q8WV22	NSMCE1	3 / 716	1	1
Q9Y5R8	TRAPPC1	 / 716	0	
Q7L590	MCM10	6 / 716	1	1
Q96ED9	HOOK2	1 / 716	1	1
O14715	RGPD8	178 / 716	14.9	97
Q8IY85	EFCAB13	1 / 716	1	1
P28827	PTPRM	 / 716	0	
P55001	MFAP2	 / 716	0	
P13667	PDIA4	168 / 716	8.8	42
O75340	PDCD6	111 / 716	3.7	31
P58658	EVA1C	1 / 716	11	11
A0PK00	TMEM120B	1 / 716	1	1
P37287	PIGA	1 / 716	1	1
Q8NHQ9	DDX55	81 / 716	2.1	7
Q8TEU8	WFIKKN2	 / 716	0	
Q96LT4	SAMD8	 / 716	0	
P57075	UBASH3A	1 / 716	1	1
Q5T0F9	CC2D1B	 / 716	0	
Q6P6B7	ANKRD16	1 / 716	1	1
Q15270	NKX1-1	 / 716	0	
Q9Y267	SLC22A14	 / 716	0	
Q9HC38	GLOD4	81 / 716	3	10
O60496	DOK2	4 / 716	2.5	5
Q8N468	MFSD4A	 / 716	0	
Q7Z5L4	SPATA19	1 / 716	1	1
Q8TAD7	OCC1	3 / 716	1	1
Q8NDZ4	C3ORF58	1 / 716	1	1
Q6NVV7	CDPF1	 / 716	0	
Q13948	CUX1	98 / 716	7.4	28
P07101	TH	 / 716	0	
Q9BVG3	TRIM62	 / 716	0	
Q9H4X1	RGCC	 / 716	0	
Q96RL1	UIMC1	84 / 716	2.7	10
P23510	TNFSF4	 / 716	0	
O76062	TM7SF2	2 / 716	1	1
A0A1B0GUS0	A0A1B0GUS0	 / 716	0	
Q9H7T0	CATSPERB	 / 716	0	
O43435	TBX1	 / 716	0	
P48378	RFX2	14 / 716	1.3	2
Q14246	ADGRE1	 / 716	0	
P13807	GYS1	71 / 716	2.8	11
Q7Z7H8	MRPL10	34 / 716	1.4	3
Q86YF9	DZIP1	 / 716	0	
O15182	CETN3	9 / 716	1.2	2
Q9Y2H6	FNDC3A	15 / 716	1.1	2
O95834	EML2	 / 716	0	
Q6PCT2	FBXL19	 / 716	0	
P61599	NAA20	 / 716	0	
Q9ULI3	HEG1	 / 716	0	
Q15029	EFTUD2	381 / 716	10.3	94
Q9NZL6	RGL1	 / 716	0	
A4FU69	EFCAB5	4 / 716	1	1
Q6ZW49	PAXIP1	17 / 716	1.2	3
Q9P2N7	KLHL13	2 / 716	1.5	2
Q9H0C3	TMEM117	 / 716	0	
P55809	OXCT1	67 / 716	5.6	32
Q9UDV6	ZNF212	3 / 716	1.7	2
Q8IUC2	KRTAP8-1	 / 716	0	
P62263	RPS14	514 / 716	5.4	30
Q8TBJ4	PLPPR1	 / 716	0	
Q15048	LRRC14	 / 716	0	
Q6NUM6	TYW1B	 / 716	0	
Q99551	MTERF1	 / 716	0	
Q8IUR0	TRAPPC5	16 / 716	1.7	5
Q15596	NCOA2	15 / 716	1.3	2
P28074	PSMB5	201 / 716	5	25
Q96A08	HIST1H2BA	461 / 716	8.1	68
Q8TDG2	ACTRT1	7 / 716	1.6	4
Q8N392	ARHGAP18	5 / 716	1.4	3
P42702	LIFR	 / 716	0	
A6NDY2	FAM90A10P	1 / 716	2	2
Q5T9S5	CCDC18	1 / 716	1	1
O43187	IRAK2	 / 716	0	
Q86VR7	VSIG10L	 / 716	0	
Q9H0W5	CCDC8	26 / 716	2.2	7
P22303	ACHE	1 / 716	1	1
P16234	PDGFRA	1 / 716	1	1
P11279	LAMP1	31 / 716	1.4	4
P16157	ANK1	2 / 716	1	1
Q5H9I0	TFDP3	1 / 716	1	1
O75678	RFPL2	 / 716	0	
P54136	RARS	333 / 716	9.4	47
Q13530	SERINC3	 / 716	0	
Q86T29	ZNF605	 / 716	0	
P15941	MUC1	 / 716	0	
P17612	PRKACA	43 / 716	1.6	6
Q32MK0	MYLK3	3 / 716	1	1
Q9Y3A0	COQ4	 / 716	0	
P0C5Y4	KRTAP1-4	 / 716	0	
Q9Y3D9	MRPS23	85 / 716	3	9
Q7Z4T8	GALNTL5	 / 716	0	
Q9UKC9	FBXL2	 / 716	0	
Q8IU57	IFNLR1	 / 716	0	
Q96RN1	SLC26A8	 / 716	0	
P0C7P3	SLFN14	 / 716	0	
Q96J88	EPSTI1	 / 716	0	
Q5VTH2	CFAP126	 / 716	0	
Q86WB0	ZC3HC1	88 / 716	1.8	5
Q9BRF8	CPPED1	19 / 716	1.5	4
O75143	ATG13	 / 716	0	
Q5TB80	CEP162	1 / 716	1	1
O00217	NDUFS8	42 / 716	1.7	6
Q96PX6	CCDC85A	1 / 716	1	1
Q04637	EIF4G1	293 / 716	25	153
Q86XE5	HOGA1	2 / 716	1	1
P05187	ALPP	 / 716	0	
Q5JVS0	HABP4	 / 716	0	
Q5T619	ZNF648	 / 716	0	
P20962	PTMS	60 / 716	1.4	6
O15145	ARPC3	78 / 716	2.7	10
P62760	VSNL1	 / 716	0	
Q9UK39	NOCT	 / 716	0	
P13500	CCL2	 / 716	0	
A6NDA9	LRIT2	2 / 716	1	1
O43548	TGM5	2 / 716	1	1
Q8N539	FIBCD1	1 / 716	1	1
Q9P2S2	NRXN2	 / 716	0	
Q9Y2A9	B3GNT3	 / 716	0	
A0A0A6YYD4	TRBV13	 / 716	0	
Q8N307	MUC20	 / 716	0	
Q14689	DIP2A	13 / 716	1.2	2
Q9H306	MMP27	 / 716	0	
P21108	PRPS1L1	202 / 716	3.9	26
Q5QJ38	TCHHL1	1 / 716	1	1
Q6ZWK6	TMPRSS11F	 / 716	0	
P19623	SRM	85 / 716	3.2	14
Q8NEQ6	C1ORF64	 / 716	0	
Q8IXB1	DNAJC10	131 / 716	9.6	49
Q8N865	C7ORF31	 / 716	0	
Q15649	ZNHIT3	2 / 716	1	1
Q9BYJ9	YTHDF1	145 / 716	1.8	6
P24941	CDK2	234 / 716	2.4	13
Q9Y2X3	NOP58	246 / 716	4.6	40
Q96SB8	SMC6	6 / 716	1.8	5
Q5T0W9	FAM83B	16 / 716	1.4	6
Q8N9R6	CDRT4	 / 716	0	
P01597	IGKV1-39	9 / 716	1.4	3
Q99680	GPR22	 / 716	0	
Q8TCU3	SLC7A13	 / 716	0	
Q8WU10	PYROXD1	 / 716	0	
Q2VPK5	CTU2	 / 716	0	
Q6NSJ5	LRRC8E	 / 716	0	
Q9NR48	ASH1L	5 / 716	2	3
Q86VZ2	WDR5B	2 / 716	1	1
