,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (cellular component),Subcellular location [CC],Mass,Function [CC],Tissue specificity,Gene Ontology (biological process),Gene Ontology (molecular function),Signal peptide,Transit peptide,DNA binding,Gene Ontology (GO),Protein families,Zinc finger,Gene Ontology IDs,alternative uniprot ID,Gene ontology (GO)
6628,Q640L3,reviewed,CCPG1_MOUSE,Cell cycle progression protein 1,Ccpg1,Mus musculus (Mouse),753,integral component of membrane [GO:0016021]; membrane [GO:0016020],,,,,cell cycle [GO:0007049]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of Rho guanyl-nucleotide exchange factor activity [GO:2001106],,,,,integral component of membrane [GO:0016021]; membrane [GO:0016020]; cell cycle [GO:0007049]; positive regulation of cell cycle [GO:0045787]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of Rho guanyl-nucleotide exchange factor activity [GO:2001106],,,GO:0007049; GO:0008284; GO:0016020; GO:0016021; GO:0045787; GO:0045944; GO:2001106,,
6636,P04235,reviewed,CD3D_MOUSE,T-cell surface glycoprotein CD3 delta chain (T-cell receptor T3 delta chain) (CD antigen CD3d),Cd3d T3d,Mus musculus (Mouse),173,alpha-beta T cell receptor complex [GO:0042105]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; T cell receptor complex [GO:0042101],,,,,adaptive immune response [GO:0002250]; cell surface receptor signaling pathway [GO:0007166]; positive thymic T cell selection [GO:0045059]; protein-containing complex assembly [GO:0065003]; T cell activation [GO:0042110],identical protein binding [GO:0042802]; transmembrane signaling receptor activity [GO:0004888],,,,alpha-beta T cell receptor complex [GO:0042105]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; T cell receptor complex [GO:0042101]; identical protein binding [GO:0042802]; transmembrane signaling receptor activity [GO:0004888]; adaptive immune response [GO:0002250]; cell surface receptor signaling pathway [GO:0007166]; positive thymic T cell selection [GO:0045059]; protein-containing complex assembly [GO:0065003]; T cell activation [GO:0042110],,,GO:0002250; GO:0004888; GO:0005886; GO:0007166; GO:0009897; GO:0016021; GO:0042101; GO:0042105; GO:0042110; GO:0042802; GO:0045059; GO:0065003,,
6670,O54804,reviewed,CHKA_MOUSE,"Choline kinase alpha, CK, EC 2.7.1.32 (CHETK-alpha) (Ethanolamine kinase, EK, EC 2.7.1.82)",Chka Chk,Mus musculus (Mouse),453,cytoplasm [GO:0005737]; cytosol [GO:0005829]; lipid droplet [GO:0005811],,,,,CDP-choline pathway [GO:0006657]; cellular response to glucose starvation [GO:0042149]; choline metabolic process [GO:0019695]; ethanolamine metabolic process [GO:0006580]; lipid droplet disassembly [GO:1905691]; phosphatidylcholine biosynthetic process [GO:0006656]; phosphatidylethanolamine biosynthetic process [GO:0006646],ATP binding [GO:0005524]; choline binding [GO:0033265]; choline kinase activity [GO:0004103]; cholinesterase activity [GO:0004104]; ethanolamine kinase activity [GO:0004305]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; protein tyrosine kinase activity [GO:0004713],,,,cytoplasm [GO:0005737]; cytosol [GO:0005829]; lipid droplet [GO:0005811]; ATP binding [GO:0005524]; choline binding [GO:0033265]; choline kinase activity [GO:0004103]; cholinesterase activity [GO:0004104]; ethanolamine kinase activity [GO:0004305]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; protein tyrosine kinase activity [GO:0004713]; CDP-choline pathway [GO:0006657]; cellular response to glucose starvation [GO:0042149]; choline metabolic process [GO:0019695]; ethanolamine metabolic process [GO:0006580]; lipid droplet disassembly [GO:1905691]; phosphatidylcholine biosynthetic process [GO:0006656]; phosphatidylethanolamine biosynthetic process [GO:0006646],,,GO:0004103; GO:0004104; GO:0004305; GO:0004713; GO:0005524; GO:0005737; GO:0005811; GO:0005829; GO:0006580; GO:0006646; GO:0006656; GO:0006657; GO:0019695; GO:0033265; GO:0042149; GO:0042802; GO:0042803; GO:1905691,,
6678,Q8R493,reviewed,ACHB4_MOUSE,Neuronal acetylcholine receptor subunit beta-4,Chrnb4 Acrb4,Mus musculus (Mouse),495,acetylcholine-gated channel complex [GO:0005892]; anchoring junction [GO:0070161]; cholinergic synapse [GO:0098981]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; protein-containing complex [GO:0032991]; synapse [GO:0045202],,,,,behavioral response to nicotine [GO:0035095]; chemical synaptic transmission [GO:0007268]; ion transmembrane transport [GO:0034220]; locomotory behavior [GO:0007626]; membrane depolarization [GO:0051899]; nervous system process [GO:0050877]; neuronal action potential [GO:0019228]; positive regulation of transmission of nerve impulse [GO:0051971]; regulation of membrane potential [GO:0042391]; regulation of smooth muscle contraction [GO:0006940]; response to nicotine [GO:0035094]; signal transduction [GO:0007165]; smooth muscle contraction [GO:0006939]; synaptic transmission involved in micturition [GO:0060084],acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated cation-selective channel activity [GO:0022848]; excitatory extracellular ligand-gated ion channel activity [GO:0005231]; heterocyclic compound binding [GO:1901363]; neurotransmitter receptor activity [GO:0030594]; protein-containing complex binding [GO:0044877]; transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315],,,,acetylcholine-gated channel complex [GO:0005892]; anchoring junction [GO:0070161]; cholinergic synapse [GO:0098981]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated cation-selective channel activity [GO:0022848]; excitatory extracellular ligand-gated ion channel activity [GO:0005231]; heterocyclic compound binding [GO:1901363]; neurotransmitter receptor activity [GO:0030594]; protein-containing complex binding [GO:0044877]; transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]; behavioral response to nicotine [GO:0035095]; chemical synaptic transmission [GO:0007268]; ion transmembrane transport [GO:0034220]; locomotory behavior [GO:0007626]; membrane depolarization [GO:0051899]; nervous system process [GO:0050877]; neuronal action potential [GO:0019228]; positive regulation of transmission of nerve impulse [GO:0051971]; regulation of membrane potential [GO:0042391]; regulation of smooth muscle contraction [GO:0006940]; response to nicotine [GO:0035094]; signal transduction [GO:0007165]; smooth muscle contraction [GO:0006939]; synaptic transmission involved in micturition [GO:0060084],,,GO:0005231; GO:0005886; GO:0005887; GO:0005892; GO:0006939; GO:0006940; GO:0007165; GO:0007268; GO:0007626; GO:0015464; GO:0016020; GO:0019228; GO:0022848; GO:0030594; GO:0032991; GO:0034220; GO:0035094; GO:0035095; GO:0042166; GO:0042391; GO:0043005; GO:0044877; GO:0045202; GO:0045211; GO:0050877; GO:0051899; GO:0051971; GO:0060084; GO:0070161; GO:0098981; GO:1901363; GO:1904315,,
6686,Q8VCP9,reviewed,CLC14_MOUSE,C-type lectin domain family 14 member A,Clec14a,Mus musculus (Mouse),459,collagen-containing extracellular matrix [GO:0062023]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021],,,,,cell migration [GO:0016477]; cell migration involved in sprouting angiogenesis [GO:0002042]; lymphangiogenesis [GO:0001946]; sprouting angiogenesis [GO:0002040]; vascular endothelial growth factor receptor-2 signaling pathway [GO:0036324]; vascular endothelial growth factor receptor-3 signaling pathway [GO:0036325],carbohydrate binding [GO:0030246]; extracellular matrix binding [GO:0050840]; extracellular matrix protein binding [GO:1990430],,,,collagen-containing extracellular matrix [GO:0062023]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]; extracellular matrix binding [GO:0050840]; extracellular matrix protein binding [GO:1990430]; cell migration [GO:0016477]; cell migration involved in sprouting angiogenesis [GO:0002042]; lymphangiogenesis [GO:0001946]; sprouting angiogenesis [GO:0002040]; vascular endothelial growth factor receptor-2 signaling pathway [GO:0036324]; vascular endothelial growth factor receptor-3 signaling pathway [GO:0036325],,,GO:0001946; GO:0002040; GO:0002042; GO:0009897; GO:0016021; GO:0016477; GO:0030246; GO:0036324; GO:0036325; GO:0050840; GO:0062023; GO:1990430,,
6693,Q8VBZ3,reviewed,CLPT1_MOUSE,Putative lipid scramblase CLPTM1 (Cleft lip and palate transmembrane protein 1 homolog) (Thymic epithelial cell surface antigen),Clptm1 N14,Mus musculus (Mouse),664,external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; membrane [GO:0016020],,,,,cell differentiation [GO:0030154]; regulation of T cell differentiation in thymus [GO:0033081],GABA receptor binding [GO:0050811],,,,external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; GABA receptor binding [GO:0050811]; cell differentiation [GO:0030154]; regulation of T cell differentiation in thymus [GO:0033081],,,GO:0009897; GO:0016020; GO:0016021; GO:0030154; GO:0033081; GO:0050811,,
6695,Q9ESG4,reviewed,CLTRN_MOUSE,Collectrin (Transmembrane protein 27),Cltrn Nx17 Tmem27,Mus musculus (Mouse),222,brush border membrane [GO:0031526]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],,,,,calcium-ion regulated exocytosis [GO:0017156]; insulin secretion involved in cellular response to glucose stimulus [GO:0035773]; positive regulation of amino acid transport [GO:0051957]; positive regulation of L-proline import across plasma membrane [GO:1905737]; regulation of transmembrane transporter activity [GO:0022898]; SNARE complex assembly [GO:0035493],protein homodimerization activity [GO:0042803],,,,brush border membrane [GO:0031526]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein homodimerization activity [GO:0042803]; calcium-ion regulated exocytosis [GO:0017156]; insulin secretion involved in cellular response to glucose stimulus [GO:0035773]; positive regulation of amino acid transport [GO:0051957]; positive regulation of L-proline import across plasma membrane [GO:1905737]; regulation of transmembrane transporter activity [GO:0022898]; SNARE complex assembly [GO:0035493],,,GO:0005737; GO:0005886; GO:0016021; GO:0017156; GO:0022898; GO:0031526; GO:0035493; GO:0035773; GO:0042803; GO:0051957; GO:1905737,,
6703,O88587,reviewed,COMT_MOUSE,"Catechol O-methyltransferase, EC 2.1.1.6",Comt Comt1,Mus musculus (Mouse),265,axon [GO:0030424]; cell body [GO:0044297]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrion [GO:0005739]; postsynaptic membrane [GO:0045211],,,,,catecholamine catabolic process [GO:0042424]; cellular response to phosphate starvation [GO:0016036]; developmental process [GO:0032502]; dopamine catabolic process [GO:0042420]; dopamine metabolic process [GO:0042417]; estrogen metabolic process [GO:0008210]; female pregnancy [GO:0007565]; learning [GO:0007612]; methylation [GO:0032259]; multicellular organismal reproductive process [GO:0048609]; negative regulation of dopamine metabolic process [GO:0045963]; negative regulation of renal sodium excretion [GO:0035814]; negative regulation of smooth muscle cell proliferation [GO:0048662]; neurotransmitter catabolic process [GO:0042135]; positive regulation of homocysteine metabolic process [GO:0050668]; regulation of sensory perception of pain [GO:0051930]; response to pain [GO:0048265]; short-term memory [GO:0007614],catechol O-methyltransferase activity [GO:0016206]; L-dopa O-methyltransferase activity [GO:0102084]; magnesium ion binding [GO:0000287]; O-methyltransferase activity [GO:0008171]; orcinol O-methyltransferase activity [GO:0102938],,,,axon [GO:0030424]; cell body [GO:0044297]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrion [GO:0005739]; postsynaptic membrane [GO:0045211]; catechol O-methyltransferase activity [GO:0016206]; L-dopa O-methyltransferase activity [GO:0102084]; magnesium ion binding [GO:0000287]; O-methyltransferase activity [GO:0008171]; orcinol O-methyltransferase activity [GO:0102938]; catecholamine catabolic process [GO:0042424]; cellular response to phosphate starvation [GO:0016036]; developmental process [GO:0032502]; dopamine catabolic process [GO:0042420]; dopamine metabolic process [GO:0042417]; estrogen metabolic process [GO:0008210]; female pregnancy [GO:0007565]; learning [GO:0007612]; methylation [GO:0032259]; multicellular organismal reproductive process [GO:0048609]; negative regulation of dopamine metabolic process [GO:0045963]; negative regulation of renal sodium excretion [GO:0035814]; negative regulation of smooth muscle cell proliferation [GO:0048662]; neurotransmitter catabolic process [GO:0042135]; positive regulation of homocysteine metabolic process [GO:0050668]; regulation of sensory perception of pain [GO:0051930]; response to pain [GO:0048265]; short-term memory [GO:0007614],,,GO:0000287; GO:0005739; GO:0005829; GO:0007565; GO:0007612; GO:0007614; GO:0008171; GO:0008210; GO:0016020; GO:0016021; GO:0016036; GO:0016206; GO:0030424; GO:0030425; GO:0032259; GO:0032502; GO:0035814; GO:0042135; GO:0042417; GO:0042420; GO:0042424; GO:0043197; GO:0043231; GO:0044297; GO:0045211; GO:0045963; GO:0048265; GO:0048609; GO:0048662; GO:0050668; GO:0051930; GO:0102084; GO:0102938,,
6710,E9Q3H6,unreviewed,E9Q3H6_MOUSE,Coenzyme Q10A,Coq10a,Mus musculus (Mouse),259,mitochondrion [GO:0005739],,,,,cellular respiration [GO:0045333]; ubiquinone biosynthetic process [GO:0006744],ubiquinone binding [GO:0048039],,,,mitochondrion [GO:0005739]; ubiquinone binding [GO:0048039]; cellular respiration [GO:0045333]; ubiquinone biosynthetic process [GO:0006744],,,GO:0005739; GO:0006744; GO:0045333; GO:0048039,,
6712,Q9D3S9,reviewed,CPVL_MOUSE,"Probable serine carboxypeptidase CPVL, EC 3.4.16.-",Cpvl,Mus musculus (Mouse),478,,,,,,proteolysis [GO:0006508],serine-type carboxypeptidase activity [GO:0004185],,,,serine-type carboxypeptidase activity [GO:0004185]; proteolysis [GO:0006508],,,GO:0004185; GO:0006508,,
6723,Q9CQX2,reviewed,CYB5B_MOUSE,Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform),Cyb5b Cyb5m,Mus musculus (Mouse),146,integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nitric-oxide synthase complex [GO:1903958],,,,,nitric oxide biosynthetic process [GO:0006809],enzyme activator activity [GO:0008047]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitrite reductase (NO-forming) activity [GO:0050421],,,,integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nitric-oxide synthase complex [GO:1903958]; enzyme activator activity [GO:0008047]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; nitrite reductase (NO-forming) activity [GO:0050421]; nitric oxide biosynthetic process [GO:0006809],,,GO:0005739; GO:0005741; GO:0005743; GO:0006809; GO:0008047; GO:0016020; GO:0016021; GO:0020037; GO:0043231; GO:0046872; GO:0050421; GO:1903958,,
